CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13270,366,1,590.0,1,1,3,113
13271,37,96,217.38,3,4,1,341
13272,31,15,276.56,4,2,2,422
13273,113,16,138.98,2,2,1,221
13276,64,30,590.9300000000001,3,3,3,333
13277,16,8,258.4,4,1,2,412
13278,41,46,542.73,3,3,3,333
13279,78,9,137.75,2,1,1,211
13280,122,85,814.86,2,4,3,243
13282,18,37,1132.14,4,3,4,434
13283,60,7,93.66,3,1,1,311
13284,331,13,201.19,1,1,1,111
13285,23,187,2709.12,4,5,5,455
13291,156,42,361.11,2,3,2,232
13292,39,31,578.9399999999999,3,3,3,333
13294,190,54,873.74,1,3,3,133
13295,360,10,201.20000000000002,1,1,1,111
13296,137,5,87.4,2,1,1,211
13297,8,59,2089.85,5,4,5,545
13298,1,2,360.0,5,1,2,512
13299,268,5,142.5,1,1,1,111
13300,169,20,371.89,2,2,2,222
13301,104,81,618.09,2,4,3,243
13302,155,1,63.75,2,1,1,211
13304,351,21,300.42,1,2,2,122
13305,4,81,2000.86,5,4,4,544
13307,120,1,15.0,2,1,1,211
13308,23,54,1385.51,4,3,4,434
13309,7,107,1456.79,5,4,4,544
13310,28,72,1132.03,4,4,4,444
13311,4,26,598.57,5,2,3,523
13313,22,78,1555.32,4,4,4,444
13314,2,62,775.94,5,4,3,543
13316,37,87,5977.7300000000005,3,4,5,345
13317,66,124,2273.68,3,5,5,355
13318,1,20,640.76,5,2,3,523
13319,5,476,10845.550000000001,5,5,5,555
13320,78,106,1548.7,2,4,4,244
13321,72,11,567.36,3,1,3,313
13322,17,25,199.48000000000002,4,2,1,421
13323,3,21,787.85,5,2,3,523
13324,36,75,7121.95,3,4,5,345
13325,82,12,675.3,2,1,3,213
13327,39,108,3627.77,3,4,5,345
13328,316,17,1308.48,1,2,4,124
13329,32,17,789.0,4,2,3,423
13330,93,53,1140.93,2,3,4,234
13332,14,21,350.9,4,2,2,422
13334,82,268,3536.82,2,5,5,255
13336,77,51,795.12,2,3,3,233
13338,158,19,487.02,2,2,2,222
13339,201,54,860.12,1,3,3,133
13340,45,134,10736.48,3,5,5,355
13341,261,42,775.85,1,3,3,133
13343,178,19,353.43,2,2,2,222
13344,68,119,2543.72,3,4,5,345
13345,288,20,389.5,1,2,2,122
13347,70,8,341.36,3,1,2,312
13348,64,14,233.76,3,2,1,321
13349,11,16,247.32,5,2,1,521
13350,16,40,979.12,4,3,4,434
13351,66,16,373.94,3,2,2,322
13352,60,24,397.97999999999996,3,2,2,322
13354,71,51,743.53,3,3,3,333
13355,122,32,674.7,2,3,3,233
13356,80,42,768.24,2,3,3,233
13357,257,90,609.95,1,4,3,143
13358,269,29,439.03,1,2,2,122
13359,64,23,439.56,3,2,2,322
13362,9,166,3090.7400000000002,5,5,5,555
13363,18,60,992.5,4,4,4,444
13364,71,10,134.95999999999998,3,1,1,311
13365,34,128,2225.37,3,5,5,355
13366,50,1,56.160000000000004,3,1,1,311
13368,257,29,623.4,1,2,3,123
13369,366,14,308.28000000000003,1,2,2,122
13370,372,39,754.87,1,3,3,133
13372,90,23,378.64,2,2,2,222
13373,61,158,3312.25,3,5,5,355
13375,89,37,778.65,2,3,3,233
13376,99,53,1019.76,2,3,4,234
13379,26,97,572.56,4,4,3,443
13381,32,172,3639.31,4,5,5,455
13382,281,15,222.99,1,2,1,121
13384,31,152,4151.93,4,5,5,455
13385,330,35,534.57,1,3,3,133
13388,131,35,677.1,2,3,3,233
13389,11,51,797.96,5,3,3,533
13390,75,13,544.08,2,1,3,213
13391,204,1,59.8,1,1,1,111
13394,2,155,2520.02,5,5,5,555
13395,185,21,307.72,1,2,2,122
13396,29,43,1360.99,4,3,4,434
13397,73,38,1544.13,2,3,4,234
13398,192,26,457.34,1,2,2,122
13402,127,39,621.23,2,3,3,233
13403,18,3,75.0,4,1,1,411
13404,1,11,252.49,5,1,2,512
13405,74,27,572.451,2,2,3,223
13408,2,478,28117.04,5,5,5,555
13410,24,28,1003.06,4,2,4,424
13411,107,18,213.55,2,2,1,221
13414,134,24,1390.5,2,2,4,224
13416,44,19,712.5,3,2,3,323
13417,5,28,640.83,5,2,3,523
13418,12,304,6127.43,5,5,5,555
13419,64,16,221.06,3,2,1,321
13420,150,8,159.85,2,1,1,211
13421,40,104,1851.08,3,4,4,344
13422,64,127,2626.3,3,5,5,355
13425,108,78,1624.21,2,4,4,244
13426,1,157,3641.32,5,5,5,555
13427,19,29,582.6,4,2,3,423
13428,10,74,218.47,5,4,1,541
13429,11,67,1006.8,5,4,4,544
13430,19,49,679.45,4,3,3,433
13431,67,46,1269.1,3,3,4,334
13434,74,10,534.24,2,1,3,213
13435,5,101,3809.8900000000003,5,4,5,545
13436,2,12,196.89,5,1,1,511
13437,14,167,3408.06,4,5,5,455
13439,255,54,283.71,1,3,2,132
13441,92,13,296.64,2,1,2,212
13447,23,59,1129.14,4,4,4,444
13448,17,195,3539.37,4,5,5,455
13449,24,19,291.88,4,2,2,422
13450,27,71,2043.7199999999998,4,4,4,444
13451,26,443,2976.15,4,5,5,455
13452,259,2,590.0,1,1,3,113
13453,166,17,356.97999999999996,2,2,2,222
13455,25,46,1058.34,4,3,4,434
13456,18,63,1766.72,4,4,4,444
13458,7,382,9646.57,5,5,5,555
13460,29,17,183.44,4,2,1,421
13461,39,27,1445.0,3,2,4,324
13462,253,9,151.5,1,1,1,111
13464,58,41,674.68,3,3,3,333
13466,184,17,307.9,1,2,2,122
13467,11,99,1083.71,5,4,4,544
13468,2,302,5704.97,5,5,5,555
13470,99,10,165.0,2,1,1,211
13471,1,260,2531.58,5,5,5,555
13473,61,21,422.64,3,2,2,322
13474,236,64,229.59,1,4,1,141
13475,191,86,1431.78,1,4,4,144
13476,179,58,1238.47,2,3,4,234
13477,38,79,1454.58,3,4,4,344
13479,201,15,300.95,1,2,2,122
13481,46,109,1804.56,3,4,4,344
13482,232,11,184.64,1,1,1,111
13483,66,10,140.34,3,1,1,311
13484,241,8,313.8,1,1,2,112
13485,233,23,454.24,1,2,2,122
13486,78,69,1122.41,2,4,4,244
13487,58,34,575.4,3,3,3,333
13488,17,422,8968.31,4,5,5,455
13489,105,14,449.52,2,2,2,222
13491,52,86,1215.82,3,4,4,344
13492,136,50,1269.84,2,3,4,234
13493,275,8,618.63,1,1,3,113
13494,312,18,316.26000000000005,1,2,2,122
13495,8,48,2044.8700000000001,5,3,4,534
13496,11,35,653.33,5,3,3,533
13497,283,19,348.05,1,2,2,122
13499,18,42,1159.11,4,3,4,434
13500,23,65,1166.77,4,4,4,444
13501,288,52,1340.32,1,3,4,134
13502,17,18,292.0,4,2,2,422
13503,71,17,216.85,3,2,1,321
13504,64,22,295.93,3,2,2,322
13505,73,215,4393.63,2,5,5,255
13506,316,26,458.52,1,2,2,122
13507,3,162,2479.16,5,5,5,555
13508,244,12,110.97,1,1,1,111
13509,9,44,979.72,5,3,4,534
13510,1,115,1791.56,5,4,4,544
13512,261,15,251.21,1,2,2,122
13513,127,10,205.1,2,1,1,211
13514,74,4,152.20000000000002,2,1,1,211
13515,73,59,891.12,2,4,3,243
13516,21,44,1389.41,4,3,4,434
13517,60,141,2128.42,3,5,5,355
13518,86,38,659.4399999999999,2,3,3,233
13519,78,8,122.75,2,1,1,211
13520,59,93,3624.35,3,4,5,345
13521,1,436,1093.65,5,5,4,554
13522,30,5,125.80000000000001,4,1,1,411
13523,33,172,3964.88,4,5,5,455
13524,41,27,680.1800000000001,3,2,3,323
13525,15,6,628.78,4,1,3,413
13527,34,223,2287.51,3,5,5,355
13529,79,15,307.76,2,2,2,222
13531,205,22,483.8,1,2,2,122
13532,34,66,210.31,3,4,1,341
13533,183,76,270.79,1,4,2,142
13534,2,296,5870.08,5,5,5,555
13536,1,179,3448.29,5,5,5,555
13538,43,25,1280.85,3,2,4,324
13539,86,37,631.34,2,3,3,233
13544,40,87,291.41,3,4,2,342
13546,12,98,626.99,5,4,3,543
13548,96,124,682.41,2,5,3,253
13549,26,51,918.2,4,3,3,433
13551,319,4,91.80000000000001,1,1,1,111
13552,66,109,3740.07,3,4,5,345
13555,74,136,4149.28,2,5,5,255
13557,28,34,584.06,4,3,3,433
13558,6,175,605.06,5,5,3,553
13560,7,33,174.37,5,3,1,531
13561,216,14,141.85999999999999,1,2,1,121
13562,82,82,1799.33,2,4,4,244
13563,84,49,777.53,2,3,3,233
13564,144,83,1749.02,2,4,4,244
13565,19,38,240.22,4,3,1,431
13566,41,176,874.71,3,5,3,353
13568,173,44,192.85,2,3,1,231
13569,17,85,373.75,4,4,2,442
13570,243,27,239.49,1,2,1,121
13571,13,341,2092.32,5,5,5,555
13572,206,33,1384.25,1,3,4,134
13573,50,26,294.4,3,2,2,322
13575,23,46,732.0699999999999,4,3,3,433
13576,10,126,6717.34,5,5,5,555
13577,25,83,1687.6000000000001,4,4,4,444
13579,15,23,467.04,4,2,2,422
13581,309,10,118.0,1,1,1,111
13583,156,53,781.03,2,3,3,233
13584,307,24,142.4,1,2,1,121
13587,64,8,712.4,3,1,3,313
13588,16,174,2478.95,4,5,5,455
13589,15,21,379.65,4,2,2,422
13590,11,87,1981.92,5,4,4,544
13591,65,58,1117.13,3,3,4,334
13592,36,16,247.95999999999998,3,2,1,321
13593,108,128,2037.0800000000002,2,5,4,254
13594,53,26,396.97,3,2,2,322
13596,6,166,697.04,5,5,3,553
13598,47,40,180.17000000000002,3,3,1,331
13599,1,247,5153.67,5,5,5,555
13600,312,19,219.52,1,2,1,121
13601,45,99,693.32,3,4,3,343
13602,65,23,428.89,3,2,2,322
13603,26,27,164.34,4,2,1,421
13606,29,43,280.53999999999996,4,3,2,432
13607,40,98,678.01,3,4,3,343
13610,12,226,1131.88,5,5,4,554
13611,89,74,1171.8,2,4,4,244
13614,24,201,1610.46,4,5,4,454
13615,319,23,417.69,1,2,2,122
13617,40,44,544.18,3,3,3,333
13618,174,13,177.34,2,1,1,211
13621,117,19,213.85,2,2,1,221
13623,31,81,747.78,4,4,3,443
13626,253,19,257.23,1,2,2,122
13627,59,92,1638.47,3,4,4,344
13629,23,59,7792.36,4,4,5,445
13630,5,71,2031.78,5,4,4,544
13631,100,11,3070.42,2,1,5,215
13632,25,146,2121.27,4,5,5,455
13634,33,188,1575.16,4,5,4,454
13635,68,62,1071.03,3,4,4,344
13636,37,63,949.12,3,4,4,344
13637,52,101,810.5,3,4,3,343
13638,16,8,122.64,4,1,1,411
13639,74,40,1033.34,2,3,4,234
13642,216,66,354.8,1,4,2,142
13643,31,28,519.44,4,2,3,423
13644,16,146,2624.26,4,5,5,455
13645,120,5,252.1,2,1,2,212
13647,10,79,1678.1200000000001,5,4,4,544
13649,257,23,346.6,1,2,2,122
13650,17,96,1836.34,4,4,4,444
13651,35,6,94.2,3,1,1,311
13652,46,63,1095.08,3,4,4,344
13654,43,166,2707.33,3,5,5,355
13655,114,56,932.97,2,3,3,233
13656,165,49,379.65,2,3,2,232
13657,11,16,382.14,5,2,2,522
13658,10,108,2639.17,5,4,5,545
13659,206,104,1573.2,1,4,4,144
13662,86,53,897.76,2,3,3,233
13663,179,13,189.47,2,1,1,211
13666,60,12,84.65,3,1,1,311
13667,149,87,305.02,2,4,2,242
13668,3,470,6363.59,5,5,5,555
13669,51,9,218.55,3,1,1,311
13670,75,25,349.7,2,2,2,222
13672,301,6,186.39000000000001,1,1,1,111
13673,19,65,396.92,4,4,2,442
13675,151,25,486.82000000000005,2,2,2,222
13678,152,16,232.6,2,2,1,221
13680,1,195,3722.42,5,5,5,555
13681,18,57,827.83,4,3,3,433
13682,187,3,59.5,1,1,1,111
13684,286,30,67.23,1,3,1,131
13685,3,39,3119.44,5,3,5,535
13686,183,8,72.0,1,1,1,111
13689,63,6,910.0,3,1,3,313
13690,59,9,172.25,3,1,1,311
13692,25,53,1488.32,4,3,4,434
13694,4,568,65039.62,5,5,5,555
13695,31,90,2504.13,4,4,5,445
13697,39,12,151.29999999999998,3,1,1,311
13699,155,14,308.58000000000004,2,2,2,222
13700,26,197,2265.12,4,5,5,455
13703,318,1,99.5,1,1,1,111
13704,5,134,2308.06,5,5,5,555
13705,8,28,711.86,5,2,3,523
13706,303,20,330.79,1,2,2,122
13707,267,48,806.41,1,3,3,133
13708,271,51,296.88,1,3,2,132
13709,4,336,6328.05,5,5,5,555
13710,32,8,180.48,4,1,1,411
13711,219,13,252.06,1,1,2,112
13712,247,10,228.84,1,1,1,111
13715,281,105,1079.34,1,4,4,144
13716,269,21,138.28,1,2,1,121
13717,32,102,1445.01,4,4,4,444
13718,246,12,306.55,1,1,2,112
13719,15,60,1041.68,4,4,4,444
13720,117,43,799.9,2,3,3,233
13721,36,28,524.14,3,2,3,323
13722,132,85,2375.41,2,4,5,245
13723,217,6,199.85000000000002,1,1,1,111
13725,50,104,1980.56,3,4,4,344
13726,39,42,1079.6599999999999,3,3,4,334
13727,29,20,333.48,4,2,2,422
13728,37,63,1016.14,3,4,4,344
13730,136,43,752.6,2,3,3,233
13731,219,38,610.59,1,3,3,133
13732,28,33,491.86,4,3,3,433
13735,25,196,2885.2400000000002,4,5,5,455
13736,5,191,731.9,5,5,3,553
13737,200,30,339.59999999999997,1,3,2,132
13739,18,3,216.9,4,1,1,411
13740,241,23,350.75,1,2,2,122
13741,72,34,668.4300000000001,3,3,3,333
13742,17,321,3131.02,4,5,5,455
13743,3,41,1341.6,5,3,4,534
13744,95,72,1156.36,2,4,4,244
13745,162,25,300.04,2,2,2,222
13747,374,1,79.6,1,1,1,111
13748,96,28,948.25,2,2,4,224
13750,54,24,1647.26,3,2,4,324
13751,288,9,296.25,1,1,2,112
13752,124,76,1186.28,2,4,4,244
13753,288,35,741.26,1,3,3,133
13754,152,12,282.59999999999997,2,1,2,212
13755,4,342,2161.35,5,5,5,555
13756,2,142,5189.52,5,5,5,555
13758,12,117,3190.55,5,4,5,545
13759,33,25,659.4100000000001,4,2,3,423
13760,54,57,286.79,3,3,2,332
13761,50,70,1070.65,3,4,4,344
13762,219,7,306.72,1,1,2,112
13763,63,15,1714.96,3,2,4,324
13764,71,208,1521.76,3,5,4,354
13767,2,368,17220.36,5,5,5,555
13769,2,135,2796.51,5,5,5,555
13771,64,119,2634.45,3,4,5,345
13772,34,177,1132.13,3,5,4,354
13774,82,22,345.0,2,2,2,222
13777,1,197,25977.16,5,5,5,555
13778,103,9,178.7,2,1,1,211
13780,7,57,360.01,5,3,2,532
13781,251,17,127.84,1,2,1,121
13782,13,115,912.0,5,4,3,543
13784,10,31,2462.79,5,3,5,535
13786,367,7,230.39999999999998,1,1,1,111
13787,76,31,309.04,2,3,2,232
13790,4,45,348.8,5,3,2,532
13791,128,11,1516.0,2,1,4,214
13792,66,13,195.55,3,1,1,311
13798,1,349,37153.85,5,5,5,555
13799,117,39,688.86,2,3,3,233
13800,310,33,558.32,1,3,3,133
13801,67,23,324.8,3,2,2,322
13802,139,60,4599.42,2,4,5,245
13803,255,17,277.07,1,2,2,122
13804,31,137,2635.79,4,5,5,455
13805,52,13,924.6,3,1,3,313
13806,64,10,256.38,3,1,2,312
13807,367,7,112.6,1,1,1,111
13808,6,76,1747.66,5,4,4,544
13809,305,12,155.05,1,1,1,111
13810,29,35,1499.01,4,3,4,434
13811,184,13,814.5,1,1,3,113
13812,42,36,539.0,3,3,3,333
13813,40,69,1366.8600000000001,3,4,4,344
13814,92,57,1579.12,2,3,4,234
13815,22,176,4027.36,4,5,5,455
13816,24,28,571.6700000000001,4,2,3,423
13817,29,24,382.98,4,2,2,422
13819,302,36,1140.35,1,3,4,134
13821,145,59,385.64,2,4,2,242
13822,6,96,632.0,5,4,3,543
13823,19,40,957.66,4,3,4,434
13824,33,46,1698.94,4,3,4,434
13826,176,10,189.5,2,1,1,211
13827,58,93,412.05,3,4,2,342
13828,22,15,209.49,4,2,1,421
13831,16,74,2202.99,4,4,5,445
13832,19,3,52.199999999999996,4,1,1,411
13833,159,29,384.8,2,2,2,222
13835,25,55,834.57,4,3,3,433
13837,212,19,271.24,1,2,2,122
13838,6,174,691.73,5,5,3,553
13841,253,1,85.0,1,1,1,111
13842,59,206,3385.62,3,5,5,355
13844,11,20,361.62,5,2,2,522
13845,65,9,312.98,3,1,2,312
13846,25,55,865.0600000000001,4,3,3,433
13848,92,5,1255.0,2,1,4,214
13849,52,101,1537.95,3,4,4,344
13850,129,93,1595.48,2,4,4,244
13851,96,81,2651.46,2,4,5,245
13853,57,23,1090.14,3,2,4,324
13854,9,110,8109.5199999999995,5,4,5,545
13856,169,14,388.5,2,2,2,222
13858,57,11,216.17,3,1,1,311
13859,326,28,201.16,1,2,1,121
13860,1,76,1245.9,5,4,4,544
13862,18,139,2209.36,4,5,5,455
13863,248,20,305.78,1,2,2,122
13865,58,30,501.56,3,3,3,333
13866,74,7,145.67000000000002,2,1,1,211
13867,31,61,1015.29,4,4,4,444
13868,7,33,3192.54,5,3,5,535
13869,123,307,3104.95,2,5,5,255
13870,2,115,2770.94,5,4,5,545
13871,23,336,6403.25,4,5,5,455
13873,120,23,389.6,2,2,2,222
13874,358,18,540.45,1,2,3,123
13875,54,104,1786.79,3,4,4,344
13876,64,7,122.7,3,1,1,311
13877,86,3,117.24,2,1,1,211
13878,55,36,1281.53,3,3,4,334
13880,21,165,3219.77,4,5,5,455
13881,4,178,17159.52,5,5,5,555
13882,3,65,1191.13,5,4,4,544
13883,11,142,2674.48,5,5,5,555
13884,7,59,787.6,5,4,3,543
13885,189,28,506.8,1,2,3,123
13886,71,16,243.56,3,2,1,321
13887,204,19,349.55,1,2,2,122
13888,120,40,605.63,2,3,3,233
13889,93,15,416.90000000000003,2,2,2,222
13890,1,110,1883.8100000000002,5,4,4,544
13892,27,27,632.97,4,2,3,423
13893,298,21,821.1,1,2,3,123
13894,24,27,564.62,4,2,3,423
13895,28,118,2593.07,4,4,5,445
13897,50,17,311.16,3,2,2,322
13898,326,12,155.93,1,1,1,111
13899,16,19,388.52,4,2,2,422
13900,183,43,740.95,1,3,3,133
13901,72,149,2867.2,3,5,5,355
13904,37,26,332.64,3,2,2,322
13908,80,122,2369.55,2,5,5,255
13911,57,148,2580.91,3,5,5,355
13914,12,33,626.45,5,3,3,533
13917,50,18,272.04,3,2,2,322
13918,50,30,1212.8400000000001,3,3,4,334
13919,59,28,384.81,3,2,2,322
13922,352,7,172.25,1,1,1,111
13923,54,20,351.13,3,2,2,322
13924,2,117,1838.8500000000001,5,4,4,544
13925,93,41,678.25,2,3,3,233
13926,23,11,223.85000000000002,4,1,1,411
13927,75,21,348.99,2,2,2,222
13928,11,27,464.57,5,2,2,522
13929,169,9,842.65,2,1,3,213
13930,58,17,337.34,3,2,2,322
13931,96,58,1237.53,2,3,4,234
13932,295,16,307.4,1,2,2,122
13933,109,23,608.7900000000001,2,2,3,223
13934,264,31,922.1,1,3,3,133
13936,180,26,376.58,1,2,2,122
13937,169,9,158.85,2,1,1,211
13938,35,7,71.66,3,1,1,311
13939,23,45,568.55,4,3,3,433
13940,17,49,839.14,4,3,3,433
13941,22,45,5112.96,4,3,5,435
13946,79,11,561.5699999999999,2,1,3,213
13947,65,5,90.6,3,1,1,311
13948,361,3,102.0,1,1,1,111
13949,3,160,2427.32,5,5,5,555
13950,11,35,745.06,5,3,3,533
13951,176,39,674.45,2,3,3,233
13952,218,137,3251.071,1,5,5,155
13953,7,20,3515.68,5,2,5,525
13954,2,25,439.92,5,2,2,522
13955,154,33,322.96,2,3,2,232
13956,5,152,1026.42,5,5,4,554
13959,79,92,598.2,2,4,3,243
13960,21,12,230.22,4,1,1,411
13962,22,11,169.55,4,1,1,411
13963,308,35,664.54,1,3,3,133
13967,146,2,80.7,2,1,1,211
13969,7,626,9053.94,5,5,5,555
13971,19,149,2758.26,4,5,5,455
13972,71,15,190.25,3,2,1,321
13973,287,11,264.7,1,1,2,112
13974,49,28,413.59000000000003,3,2,2,322
13975,31,338,2526.28,4,5,5,455
13976,207,10,357.98,1,1,2,112
13978,15,15,196.79000000000002,4,2,1,421
13979,73,54,869.87,2,3,3,233
13980,60,11,200.14,3,1,1,311
13982,39,111,1871.81,3,4,4,344
13983,30,107,2603.43,4,4,5,445
13984,27,16,920.51,4,2,3,423
13985,4,349,7060.13,5,5,5,555
13986,17,13,320.46,4,1,2,412
13988,20,234,4147.96,4,5,5,455
13989,66,41,1266.08,3,3,4,334
13990,213,16,311.3,1,2,2,122
13991,12,84,855.97,5,4,3,543
13992,30,5,76.8,4,1,1,411
13993,43,121,3466.36,3,4,5,345
13994,4,155,2313.14,5,5,5,555
13995,15,86,1393.69,4,4,4,444
13999,10,208,3901.81,5,5,5,555
14000,211,15,635.66,1,2,3,123
14001,46,39,2043.0800000000002,3,3,4,334
14002,134,47,529.73,2,3,3,233
14004,43,171,4582.64,3,5,5,355
14005,10,84,2874.72,5,4,5,545
14006,116,30,962.19,2,3,4,234
14009,198,42,695.61,1,3,3,133
14012,278,11,328.8,1,1,2,112
14013,110,34,473.02,2,3,2,232
14014,77,39,505.18,2,3,3,233
14015,53,20,917.34,3,2,3,323
14016,162,161,4341.21,2,5,5,255
14019,47,66,1421.61,3,4,4,344
14020,17,39,642.8,4,3,3,433
14021,155,22,631.9,2,2,3,223
14022,225,28,440.0,1,2,2,122
14023,7,31,584.07,5,3,3,533
14024,122,16,327.7,2,2,2,222
14027,61,6,104.82,3,1,1,311
14029,63,15,467.66,3,2,2,322
14030,18,243,2360.09,4,5,5,455
14031,7,250,17286.86,5,5,5,555
14032,2,143,2975.59,5,5,5,555
14034,22,89,651.8199999999999,4,4,3,443
14035,29,66,1428.02,4,4,4,444
14036,285,38,626.65,1,3,3,133
14037,176,28,147.20000000000002,2,2,1,221
14038,78,92,1560.38,2,4,4,244
14039,33,6,152.2,4,1,1,411
14040,41,235,3614.92,3,5,5,355
14041,266,21,141.41,1,2,1,121
14044,27,209,652.82,4,5,3,453
14045,109,6,1659.75,2,1,4,214
14046,284,14,154.99,1,2,1,121
14047,9,32,1308.6100000000001,5,3,4,534
14048,305,85,409.93,1,4,2,142
14049,17,488,5681.72,4,5,5,455
14050,32,54,746.36,4,3,3,433
14051,1,210,15610.390000000001,5,5,5,555
14052,20,56,225.36,4,3,1,431
14053,124,4,260.25,2,1,2,212
14054,65,6,92.46,3,1,1,311
14055,106,10,725.6400000000001,2,1,3,213
14056,1,1106,8214.65,5,5,5,555
14057,24,284,6217.96,4,5,5,455
14059,267,8,183.6,1,1,1,111
14060,5,202,6140.42,5,5,5,555
14062,10,111,10464.85,5,4,5,545
14064,29,80,1353.74,4,4,4,444
14066,267,7,152.55,1,1,1,111
14067,64,52,374.7,3,3,2,332
14068,320,24,265.85,1,2,2,122
14071,4,324,1438.82,5,5,4,554
14073,32,13,151.04,4,1,1,411
14075,5,43,942.26,5,3,3,533
14076,129,46,122.47,2,3,1,231
14077,41,42,499.41999999999996,3,3,3,333
14078,102,65,1049.37,2,4,4,244
14079,125,12,375.1,2,1,2,212
14080,33,4,45.599999999999994,4,1,1,411
14081,302,153,934.52,1,5,3,153
14082,365,29,182.25,1,2,1,121
14083,4,181,1018.43,5,5,4,554
14085,2,450,4448.54,5,5,5,555
14087,3,69,194.42,5,4,1,541
14088,10,589,50491.81,5,5,5,555
14089,57,14,161.0,3,2,1,321
14090,325,1,76.32000000000001,1,1,1,111
14092,8,214,4076.91,5,5,5,555
14093,12,105,442.85,5,4,2,542
14096,4,5111,65164.79,5,5,5,555
14098,37,21,147.35,3,2,1,321
14099,16,250,3104.17,4,5,5,455
14100,138,26,194.9,2,2,1,221
14101,74,35,5976.79,2,3,5,235
14102,5,79,1360.28,5,4,4,544
14104,155,21,216.20999999999998,2,2,1,221
14105,239,74,1266.23,1,4,4,144
14107,52,123,2703.23,3,5,5,355
14108,31,34,597.91,4,3,3,433
14109,73,9,144.2,2,1,1,211
14110,4,155,5683.15,5,5,5,555
14111,14,10,692.85,4,1,3,413
14112,23,160,2915.15,4,5,5,455
14113,4,34,1840.42,5,3,4,534
14114,274,15,386.53,1,2,2,122
14116,20,72,1382.74,4,4,4,444
14117,144,3,90.0,2,1,1,211
14121,4,159,2780.15,5,5,5,555
14124,84,5,419.58000000000004,2,1,2,212
14125,11,167,2740.43,5,5,5,555
14126,8,15,706.1300000000001,5,2,3,523
14127,123,44,709.71,2,3,3,233
14128,61,46,637.5,3,3,3,333
14129,2,52,1123.8600000000001,5,3,4,534
14130,319,67,483.86,1,4,2,142
14132,2,200,3586.0299999999997,5,5,5,555
14133,130,28,605.64,2,2,3,223
14135,2,134,4690.31,5,5,5,555
14138,2,47,982.3800000000001,5,3,4,534
14139,46,26,415.82,3,2,2,322
14140,4,66,935.05,5,4,3,543
14141,3,40,915.13,5,3,3,533
14142,373,22,311.81,1,2,2,122
14143,134,7,115.8,2,1,1,211
14145,47,11,3742.2,3,1,5,315
14146,9,210,4191.0,5,5,5,555
14147,78,5,483.4,2,1,2,212
14148,234,3,157.2,1,1,1,111
14149,221,28,446.62,1,2,2,122
14150,36,26,658.64,3,2,3,323
14152,75,49,621.29,2,3,3,233
14154,239,52,1345.62,1,3,4,134
14155,266,6,118.75,1,1,1,111
14156,10,1400,117379.63,5,5,5,555
14157,20,48,432.88,4,3,2,432
14158,40,41,507.66,3,3,3,333
14159,20,1204,4693.01,4,5,5,455
14161,216,108,1110.52,1,4,4,144
14162,174,25,289.36,2,2,2,222
14163,87,52,2445.91,2,3,5,235
14164,71,29,1631.77,3,2,4,324
14165,276,25,122.53999999999999,1,2,1,121
14167,39,52,574.84,3,3,3,333
14171,98,58,363.79,2,3,2,232
14173,11,29,450.84,5,2,2,522
14174,33,26,134.46,4,2,1,421
14175,60,149,3222.3,3,5,5,355
14176,297,31,576.9000000000001,1,3,3,133
14177,86,42,559.41,2,3,3,233
14178,9,327,1620.93,5,5,4,554
14179,41,165,719.78,3,5,3,353
14180,11,240,4748.52,5,5,5,555
14184,67,24,452.89,3,2,2,322
14185,331,3,197.65,1,1,1,111
14188,31,65,2054.36,4,4,4,444
14189,2,265,4654.08,5,5,5,555
14191,2,259,4684.76,5,5,5,555
14193,68,42,853.39,3,3,3,333
14194,5,579,11349.52,5,5,5,555
14195,202,7,1012.0,1,1,4,114
14196,107,6,335.52,2,1,2,212
14198,18,39,701.4,4,3,3,433
14199,218,2,185.39999999999998,1,1,1,111
14201,60,37,747.44,3,3,3,333
14204,2,44,161.03,5,3,1,531
14205,17,24,466.7,4,2,2,422
14206,239,20,328.15999999999997,1,2,2,122
14208,95,10,151.74,2,1,1,211
14209,11,87,2073.43,5,4,5,545
14210,106,102,1905.8400000000001,2,4,4,244
14211,53,112,2241.1,3,4,5,345
14212,90,9,1070.48,2,1,4,214
14214,31,67,1004.38,4,4,4,444
14215,12,108,1789.72,5,4,4,544
14216,3,59,1839.3,5,4,4,544
14217,2,100,2004.98,5,4,4,544
14218,43,12,169.48000000000002,3,1,1,311
14219,4,7,89.94,5,1,1,511
14220,247,21,632.4,1,2,3,123
14221,42,193,3432.8,3,5,5,355
14222,177,41,683.17,2,3,3,233
14223,92,60,991.13,2,4,4,244
14224,110,118,1050.12,2,4,4,244
14226,29,67,2232.19,4,4,5,445
14227,26,175,3350.96,4,5,5,455
14229,52,40,1547.2,3,3,4,334
14231,184,50,925.71,1,3,3,133
14232,43,115,2048.07,3,4,4,344
14233,49,35,1462.72,3,3,4,334
14234,22,159,775.46,4,5,3,453
14235,75,79,3144.86,2,4,5,245
14236,81,15,490.86,2,2,3,223
14237,373,9,161.0,1,1,1,111
14238,326,8,146.85,1,1,1,111
14239,43,112,2380.85,3,4,5,345
14240,30,42,890.34,4,3,3,433
14241,184,10,213.70000000000002,1,1,1,111
14242,235,16,280.55,1,2,2,122
14243,9,141,2588.77,5,5,5,555
